Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
128,Thursday Aug 21,boxscore,CIN,@,CHC,L,2,3,,56-72,6,22.5,Zambrano,Fogg,Wood,2:14,D,40370,.00,-,
129,Friday Aug 22,boxscore,CIN,@,COL,W,8,5,,57-72,6,21.5,Harang,Hernández,Cordero,3:00,N,30337,.00,+,
130,Saturday Aug 23,boxscore,CIN,@,COL,L,6,7,,57-73,6,22.5,Vizcaino,Lincoln,Fuentes,3:12,N,42282,.00,-,
131,Sunday Aug 24,boxscore,CIN,@,COL,L-wo,3,4,12,57-74,6,23.5,Speier,Lincoln,,4:24,D,31173,.00,--,
132,Tuesday Aug 26,boxscore,CIN,@,HOU,W,2,1,,58-74,5,24.0,Arroyo,Geary,,2:27,N,30395,.00,+,
133,Wednesday Aug 27,boxscore,CIN,@,HOU,L,1,4,,58-75,5,25.0,Oswalt,Fogg,Valverde,2:29,N,30741,.00,-,
134,Thursday Aug 28,boxscore,CIN,@,HOU,L,2,3,,58-76,5,26.0,Backe,Harang,Valverde,2:23,D,30028,.00,--,
135,Friday Aug 29,boxscore,CIN,,SFG,W,11,7,,59-76,5,26.0,Volquez,Zito,,3:20,N,25445,.00,+,
136,Saturday Aug 30,boxscore,CIN,,SFG,W,7,6,,60-76,5,25.0,Lincoln,Taschner,Cordero,2:51,N,21729,.00,++,
137,Sunday Aug 31,boxscore,CIN,,SFG,W,9,3,,61-76,5,24.0,Arroyo,Cain,,3:01,D,26519,.00,+++,
138,Tuesday Sep 2,boxscore,CIN,,PIT,L,2,3,,61-77,5,23.5,Snell,Harang,Capps,2:50,N,18024,.00,-,
139,Wednesday Sep 3,boxscore,CIN,,PIT,L,5,6,,61-78,5,23.5,Yates,Affeldt,Capps,3:16,N,18561,.00,--,
140,Thursday Sep 4,boxscore,CIN,,PIT,W,8,6,,62-78,5,23.0,Masset,Hansen,Cordero,3:14,D,20626,.00,+,
141,Friday Sep 5,boxscore,CIN,,CHC,W,10,2,,63-78,5,22.0,Arroyo,Lilly,,2:52,N,31213,.00,++,
