Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
81,Friday Jun 27,boxscore,ATL,@,TOR,W,4,0,,40-41,3,3.0,Jurrjens,McGowan,,2:33,N,24282,.90,++,
82,Saturday Jun 28,boxscore,ATL,@,TOR,L,5,9,,40-42,3,4.0,Parrish,Hudson,,2:58,D,28518,1.06,-,
83,Sunday Jun 29,boxscore,ATL,@,TOR,L,0,1,,40-43,4,4.0,Burnett,Reyes,Ryan,2:35,D,30514,.91,--,
84,Tuesday Jul 1,boxscore,ATL,,PHI,L,3,8,,40-44,4,5.0,Kendrick,Morton,,3:07,N,29206,1.09,---,
85,Wednesday Jul 2,boxscore,ATL,,PHI,L,3,7,,40-45,4,6.0,Eaton,Campillo,,3:14,N,30138,.92,----,
86,Thursday Jul 3,boxscore,ATL,,PHI,L,1,4,,40-46,4,7.0,Hamels,Jurrjens,Gordon,2:21,N,28805,.80,-----,
87,Friday Jul 4,boxscore,ATL,,HOU,W,6,2,,41-46,4,7.0,Hudson,Moehler,,2:34,N,48045,.52,+,
88,Saturday Jul 5,boxscore,ATL,,HOU,L,1,6,,41-47,4,7.0,Sampson,Reyes,,2:32,N,37049,.58,-,
89,Sunday Jul 6,boxscore,ATL,,HOU,W-wo,7,6,17,42-47,4,6.0,Ring,Byrdak,,5:35,D,24169,.49,+,
90,Monday Jul 7,boxscore,ATL,@,LAD,L,0,3,,42-48,4,6.0,Kuroda,Campillo,,2:03,N,39896,.59,-,
91,Tuesday Jul 8,boxscore,ATL,@,LAD,W,9,3,,43-48,4,5.0,Jurrjens,Billingsley,,3:03,N,39702,.50,+,
92,Wednesday Jul 9,boxscore,ATL,@,LAD,L,1,2,,43-49,4,6.0,Lowe,Hudson,Saito,2:00,N,39815,.61,-,
93,Friday Jul 11,boxscore,ATL,@,SDP,L,0,4,,43-50,4,7.5,Peavy,Reyes,Hoffman,2:29,N,40232,.41,--,
94,Saturday Jul 12,boxscore,ATL,@,SDP,W,4,1,,44-50,4,6.5,Morton,Maddux,Gonzalez,2:26,N,42438,.36,+,
95,Sunday Jul 13,boxscore,ATL,@,SDP,W,12,3,,45-50,4,6.5,Campillo,Wolf,,2:53,D,31347,.41,++,
96,Friday Jul 18,boxscore,ATL,,WSN,W,7,6,,46-50,4,6.5,Hudson,Redding,Gonzalez,2:32,N,39861,.39,+++,
97,Saturday Jul 19,boxscore,ATL,,WSN,L,2,8,,46-51,4,6.5,Lannan,Jurrjens,,2:46,N,43285,.46,-,
98,Sunday Jul 20,boxscore,ATL,,WSN,L,6,15,,46-52,4,6.5,Perez,Reyes,,3:25,D,29320,.39,--,
99,Monday Jul 21,boxscore,ATL,@,FLA,W,4,0,,47-52,4,6.0,Campillo,Volstad,,2:24,N,14155,.38,+,
100,Tuesday Jul 22,boxscore,ATL,@,FLA,L,0,4,,47-53,4,7.0,van den Hurk,Morton,,2:33,N,14721,.49,-,
101,Wednesday Jul 23,boxscore,ATL,@,FLA,W,9,4,,48-53,4,6.0,Hudson,Nolasco,,2:52,N,16068,.38,+,
102,Friday Jul 25,boxscore,ATL,@,PHI,W,8,2,,49-53,4,6.5,Jurrjens,Kendrick,,2:50,N,45114,.50,++,
103,Saturday Jul 26,boxscore,ATL,@,PHI,L,9,10,,49-54,4,6.5,Eaton,Boyer,Lidge,3:12,D,45107,.58,-,
104,Sunday Jul 27,boxscore,ATL,@,PHI,L,10,12,,49-55,4,7.5,Condrey,Tavarez,Lidge,3:16,D,45096,.48,--,
105,Monday Jul 28,boxscore,ATL,,STL,L,3,12,,49-56,4,7.5,Looper,Morton,,2:52,N,28705,.30,---,
106,Tuesday Jul 29,boxscore,ATL,,STL,L,3,8,,49-57,4,8.5,Franklin,Soriano,,3:08,N,29541,.25,----,
107,Wednesday Jul 30,boxscore,ATL,,STL,L,2,7,,49-58,4,9.0,Thompson,Jurrjens,Villone,3:18,N,35257,.16,-----,
108,Thursday Jul 31,boxscore,ATL,,STL,W,9,4,,50-58,4,9.0,Bennett,Pineiro,,2:44,N,40653,.12,+,
109,Friday Aug 1,boxscore,ATL,,MIL,L,0,9,,50-59,4,9.0,Suppan,James,,2:44,N,32238,.13,-,
110,Saturday Aug 2,boxscore,ATL,,MIL,L,2,4,,50-60,4,10.0,Sabathia,Morton,Torres,2:32,D,42096,.12,--,
111,Sunday Aug 3,boxscore,ATL,,MIL,W,5,0,,51-60,4,10.0,Campillo,Sheets,,2:34,D,29177,.06,+,
112,Monday Aug 4,boxscore,ATL,@,SFG,L,2,4,,51-61,4,10.5,Cain,Jurrjens,Wilson,2:40,N,37473,.08,-,
113,Tuesday Aug 5,boxscore,ATL,@,SFG,W,11,4,,52-61,4,9.5,Hampton,Sanchez,,2:55,N,36098,.07,+,
114,Wednesday Aug 6,boxscore,ATL,@,SFG,L,2,3,,52-62,4,10.5,Lincecum,James,Wilson,2:14,D,39955,.08,-,
115,Thursday Aug 7,boxscore,ATL,@,ARI,W,6,4,,53-62,4,9.5,Morton,Petit,Gonzalez,2:49,N,27787,.06,+,
116,Friday Aug 8,boxscore,ATL,@,ARI,W,11,6,,54-62,4,8.5,Campillo,Davis,Bennett,3:05,N,27996,.09,++,
117,Saturday Aug 9,boxscore,ATL,@,ARI,W,11,4,,55-62,4,8.5,Jurrjens,Haren,,3:16,N,36613,.12,+++,
118,Sunday Aug 10,boxscore,ATL,@,ARI,L,1,6,,55-63,4,9.5,Webb,Hampton,,2:29,D,35838,.14,-,
119,Wednesday Aug 13 (1),boxscore,ATL,,CHC,L,2,10,,55-64,4,9.0,Marquis,Morton,,3:24,D,27220,.11,--,2008-08-12 (Rain)
120,Wednesday Aug 13 (2),boxscore,ATL,,CHC,L,0,8,,55-65,4,9.0,Harden,Campillo,,2:53,N,33714,.08,---,
121,Thursday Aug 14,boxscore,ATL,,CHC,L,7,11,,55-66,4,10.0,Lilly,Glavine,,3:10,N,36365,.05,----,
122,Friday Aug 15,boxscore,ATL,,SFG,L,1,5,,55-67,4,11.0,Cain,Jurrjens,,2:44,N,30682,.03,-----,
123,Saturday Aug 16,boxscore,ATL,,SFG,W,11,5,,56-67,4,11.0,Hampton,Palmer,,3:18,N,41893,.02,+,
